email,zrnr,phone,company,bank_country,language_code,date,mac_address,pricetag,timezone
sonia.käser@msn.com,JB-6684-5137-BANK,+41 0773332678,Zingg-Bosshard,CH,fi,1999-09-01,0f:63:70:93:ee:cf,"$52,742.73",Africa/Brazzaville
florentina.wenger@gmx.de,JB-2795-0284-BANK,0780471159,"Müller, Herzog and Merz",CH,zu,1985-02-09,5c:03:c4:d4:a9:24,"$91,764.66",America/Havana
till.fischer@proton.ch,JB-1597-1363-BANK,+410774332129,Häfliger and Sons,CH,mhr,1989-06-21,c5:6e:6f:17:11:48,"$8,099.87",Asia/Thimphu
carina.beck@msn.com,JB-6094-0238-BANK,+410775563827,Schnyder PLC,CH,zu,2003-07-02,e9:07:5c:b7:ee:89,$817.58,Asia/Bahrain
dimitri.sidler@proton.ch,JB-2937-7336-BANK,+41787922855,Benz-Haas,CH,yo,2020-12-25,83:66:83:ff:9c:94,$8.92,Asia/Tbilisi
sadik.albrecht@gmx.de,JB-6212-5567-BANK,+41 0765495649,Koch-Aebi,CH,tg,1991-07-11,2c:48:f8:d3:d9:36,"$46,008.01",America/La_Paz
lothar.jäggi@proton.ch,JB-0558-3583-BANK,+41 0777870456,Wegmann Inc,CH,lv,1993-12-16,74:25:49:c1:f2:46,$24.45,Africa/Monrovia
remzi.grob@proton.ch,JB-1512-5541-BANK,+41 785564933,Stauffer and Sons,CH,lt,1995-12-19,71:bd:1d:08:af:e8,"$7,508.36",America/Dominica
josefine.jäggi@proton.ch,JB-0907-3824-BANK,+41 787295498,"Sutter, Hafner and Spörri",CH,eo,1983-09-30,2e:bd:d6:73:42:8a,$420.18,Africa/Khartoum
hendrik.marti@gmx.de,JB-5057-6297-BANK,+410770995073,Schwarz Group,CH,lt,1972-01-12,54:10:dc:af:24:55,$1.63,Europe/Sarajevo
