phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
+41 782252019,Vania Wyss,"Bättigstrasse 32
2605 Horw",1979-07-19,Asia/Saigon,a6:69:3c:d0:09:90,120352,-138.489014,CH,$8.24,Sarnen,2019-08-17T16:09:52,7.490462
+410773140073,Lina Stalder,"Grafstrasse 82
1063 Urdorf",2010-01-09,Pacific/Guadalcanal,fe:71:23:d7:5f:75,51,35.718151,CH,"$3,558.58",Chur,2014-03-26T09:02:35,-21.661558
+41772470090,Martine Hofmann,"Islerstrasse 35
6726 Luzern",1988-08-29,Asia/Seoul,51:d9:50:08:7b:6e,59447725,-129.239140,CH,"$9,201.55",Biel/Bienne,1992-05-27T06:23:43,-8.9607295
0762726993,Faton Stettler,"Freistrasse 63
4416 Morges",2016-05-05,Africa/Banjul,f5:a9:67:32:e7:db,93547,-139.843916,CH,$20.64,Münchenbuchsee,1978-05-17T17:21:58,-33.4198185
+410791094100,Bojan Kägi,"Sidlerstrasse 70
4147 Meyrin",1982-04-23,Europe/Helsinki,46:57:77:2a:63:c2,31,-24.953377,CH,$95.67,Schlieren,1992-04-25T00:23:32,78.110124
+41 773356987,Ramiz Seiler,"Stadelmannstrasse 57
9908 Chêne-Bougeries",1973-10-02,America/Caracas,ed:de:19:35:ad:72,364619658,-116.406179,CH,$388.19,La Chaux-de-Fonds,1987-05-27T15:34:44,-88.530419
0797826382,Quentin Hofstetter,"Sigriststrasse 35
3600 Urdorf",2012-06-02,Europe/Kiev,42:94:4d:88:4a:0a,338451,-160.037788,CH,$72.33,Amriswil,2002-01-18T23:49:06,-2.0964635
0791432229,Christel Maurer,"Wegmannstrasse 82
5562 Bassersdorf",2018-11-07,Australia/Sydney,1c:e2:2c:33:5a:2a,365657224,-90.657144,CH,$1.44,Solothurn,1987-09-26T08:27:20,6.0753045
+41 0781450841,Raffaele Schärer,"Kellerstrasse 39
1706 Brugg",2022-04-23,America/El_Salvador,4d:f5:fc:9b:00:49,6,164.979741,CH,"$79,532.60",Küsnacht,2004-03-06T08:50:44,86.099817
+41 0776751357,Birgit Jost,"Wengerstrasse 34
7916 Payerne",2023-07-22,America/Belize,0d:84:5e:3e:2e:1b,999887,-134.884761,CH,"$52,621.20",Crans-Montana,1975-02-20T03:02:27,27.180870
+41(0)784432734,Lio Fischer,"Grossstrasse 223
3312 Arbon",1995-10-17,America/Guyana,df:b3:fa:5c:fd:d1,864915846,-7.992284,CH,$990.97,Gossau,2014-06-08T23:48:52,-39.2570815
+41(0)773246201,Romeo Roos,"Friedlistrasse 1
4217 Wald",1986-01-25,Africa/Bamako,17:9d:8b:04:5d:be,16,158.304679,CH,"$2,382.77",Basel,1986-07-12T10:24:30,-16.459128
+41 0761325547,Rebekka Wenger,"Peterstrasse 382
5447 Nyon",2008-09-10,Europe/Stockholm,f0:a0:e2:c2:cf:07,694680529,105.740096,CH,$81.39,Kriens,1970-04-17T21:15:45,28.1607015
+41(0)776227236,Jocelyne Imhof,"Kaufmannstrasse 39
6428 Frauenfeld",2014-06-23,Europe/Amsterdam,4b:10:3d:c3:c9:69,4679274,14.319355,CH,"$9,859.15",Oberwil,2013-09-22T04:40:39,34.4358235
+41 786965483,Mladen Zingg,"Steinmannstrasse 44
8650 Horgen",1997-11-22,Europe/Vaduz,f3:fb:f9:c8:09:be,6601,-107.000219,CH,$692.70,Luzern,1991-10-28T15:58:04,56.919958
+410794383899,Edina Wyss,"Scherrerstrasse 41
7680 Affoltern",1999-06-07,Europe/Paris,57:a3:5f:ed:bb:73,3516919,-159.512139,CH,$22.17,Nyon,1987-09-25T06:43:53,-47.6498935
+410795021702,Teuta Blum,"Blumstrasse 65
9179 Küssnacht",2009-11-16,Asia/Saigon,f1:25:23:2c:8d:81,5386386,-170.764824,CH,$56.80,Muri,1986-06-05T02:04:20,-61.041622
+410770171963,Joel Wirz,"Brunstrasse 31
2535 Zollikofen",2000-07-11,Europe/Zurich,32:0c:76:65:81:8b,974410982,74.084217,CH,"$8,396.20",Val-de-Ruz,1991-09-20T19:00:19,-81.2747615
+41 0792352897,Manon Suter,"Wyssstrasse 84
5780 Gossau",1993-02-01,Africa/Nairobi,a0:a3:d8:4b:f3:21,88,-140.946108,CH,$26.26,Arbon,1986-11-24T13:50:05,26.7676695
+41 0781311394,Philippe Mäder,"Kunzstrasse 247
6782 Glarus",2009-04-06,Asia/Pontianak,77:f3:4b:3d:76:51,40627,168.855327,CH,$9.41,Plan-les-Ouates,2022-09-06T03:00:21,13.642092
+41 0791550037,Joanne Portmann,"Schwarzstrasse 51
5692 Richterswil",2001-10-21,Africa/Lusaka,54:f0:24:f3:5f:87,73057,-48.202312,CH,$55.03,Luzern,1992-12-29T06:41:19,-34.2942455
+41785142358,Bruna Winkler,"Hoferstrasse 761
1463 Lausanne",1977-06-07,Atlantic/Cape_Verde,db:4c:73:ae:04:1c,5790,77.888580,CH,"$33,015.71",Münchenbuchsee,2011-07-19T13:25:18,-63.662304
+410790952063,Regina Gasser,"Baumannstrasse 46
8768 Val-de-Travers",1996-11-15,America/Panama,20:0c:e2:32:bd:1f,18154883,-27.992950,CH,"$35,244.46",Worb,2013-02-10T13:47:17,84.3367425
+41771966302,Egzon Schnyder,"Schärerstrasse 17
6238 Ecublens",1975-02-10,Africa/Tunis,a1:a8:c3:d8:9e:eb,132887066,-42.525813,CH,$2.76,Zug,1993-04-16T16:48:29,-73.3068005
0770036028,Annemarie Leunberger,"Wüthrichstrasse 81
2329 Monthey",2004-05-13,America/Port_of_Spain,fa:4e:4e:6c:f1:76,66416,168.242326,CH,"$73,063.24",Onex,2014-05-21T13:49:35,-32.0914405
0774702881,Enea Bucher,"Betschartstrasse 472
1173 Chur",2014-10-25,Europe/Vienna,ff:61:6a:be:c1:d7,582133,-179.842174,CH,"$72,259.58",Baar,2013-08-08T05:17:13,-49.042484
+41(0)777625531,Annick Hoffmann,"Martistrasse 900
4437 Steinhausen",2010-06-14,America/Hermosillo,5a:06:c6:ed:6a:d4,44788481,15.072394,CH,$477.01,Naters,2014-04-19T08:05:36,54.389751
+41 786705190,Ferdinand Berger,"Schärstrasse 26
7013 Zollikon",1979-01-16,Europe/Skopje,98:67:9c:74:09:ec,70471,17.450997,CH,$460.89,Lyss,2009-04-12T14:25:04,-65.4985435
+410777953824,Maeva Betschart,"Bosshardstrasse 46
2105 Chêne-Bougeries",2006-10-30,America/Antigua,4c:63:5b:d2:78:80,9,-86.026215,CH,"$4,608.67",Liestal,1999-08-18T23:08:23,-16.436610
+41 780456019,Klaus Leu,"Steinmannstrasse 981
1507 Solothurn",1994-01-08,Asia/Saigon,f9:f5:66:7f:17:4f,9,-149.721803,CH,$502.31,Olten,1976-09-05T20:55:38,14.875030
0792196868,Felix Bernasconi,"Kägistrasse 875
8732 Steffisburg",2010-10-18,America/Lima,0a:76:85:94:16:5f,860598,-25.912406,CH,$72.28,Sarnen,2012-01-31T00:20:06,88.862235
0772175578,Marie-France Gasser,"Reystrasse 41
8065 Riehen",1995-07-11,Africa/Abidjan,8d:e0:07:16:9a:ec,130206161,87.286623,CH,"$6,740.20",Vernier,1997-08-16T07:40:27,58.198685
+41 0775833431,Selin Bättig,"Haasstrasse 504
1138 Richterswil",1983-09-20,Europe/Oslo,4d:51:83:e5:b2:28,92,62.358122,CH,$685.16,Glarus,1972-02-21T07:55:11,-17.0145255
+41765996206,Filomena Peter,"Albrechtstrasse 76
7075 Versoix",2008-10-11,Europe/Lisbon,ab:a3:a5:3a:de:51,1,74.913175,CH,"$3,032.01",Suhr,2016-01-16T12:29:23,-60.1664395
0795020992,Ivica Leu,"Hugstrasse 59
5073 Männedorf",1990-06-24,Africa/Windhoek,e8:f8:b2:b8:b9:bb,160,23.461884,CH,"$28,223.45",Buchs,1997-02-28T04:44:49,-74.333187
+41767401139,Frieda Weibel,"Gasserstrasse 970
6970 Herisau",1998-01-20,Asia/Dubai,a5:09:72:48:af:9a,987078282,30.253904,CH,$962.07,Cham,1994-05-17T03:01:53,-67.9328615
+41 0790106402,Janina Ackermann,"Mayerstrasse 142
8471 Illnau-Effretikon",2004-10-09,Europe/Chisinau,c7:96:2e:db:13:8f,929724,7.103902,CH,$5.58,Winterthur,1970-05-06T00:26:14,43.5675065
+41 774332484,Sérgio Haas,"Meilistrasse 6
1959 Solothurn",2011-12-02,Africa/Banjul,75:0d:3f:2b:21:a3,728551070,39.298062,CH,$41.48,Kriens,1997-10-09T22:03:23,-85.323083
+41 772276286,Alba Zingg,"Schwabstrasse 52
7178 Münsingen",2013-10-02,Asia/Qatar,fb:61:8a:3a:14:32,4,26.636921,CH,"$65,042.44",Martigny,2020-05-09T20:32:56,-46.126990
+41(0)770831673,Danica Schneider,"Bauerstrasse 995
9213 Payerne",1996-09-05,Africa/Gaborone,3e:11:79:42:cf:68,9,17.784397,CH,"$82,786.71",Affoltern,1995-11-28T14:59:29,-1.0313065
+410790881833,Timo Zingg,"Haslerstrasse 94
3207 Yverdon-les-Bains",2015-09-27,Pacific/Nauru,56:ed:4f:02:cf:c7,218875671,107.182195,CH,"$1,289.67",Bülach,1988-02-25T00:01:44,-33.197296
+41(0)763964442,Géraldine Hauser,"Kernstrasse 325
6738 Pully",1985-10-17,Africa/Monrovia,b0:2c:c7:3c:1f:39,5042,-21.316855,CH,$72.40,Lutry,1987-10-20T03:41:46,-69.8951195
+41 782875015,Gerlinde Tanner,"Aebistrasse 91
7533 Lausanne",1982-06-30,Pacific/Auckland,19:3f:7f:0d:5b:99,165793385,130.489852,CH,"$7,531.00",Adliswil,2007-05-29T03:40:10,89.7096845
+410795533466,Drilon Studer,"Sidlerstrasse 69
4956 Freienbach",1975-01-08,America/Mazatlan,32:f3:f2:d0:c6:90,4774,-118.082450,CH,"$1,730.17",Spiez,1988-02-23T09:10:58,20.681044
0764924412,Eloïse Felder,"Wüthrichstrasse 32
5790 Herisau",1994-03-04,Europe/Oslo,fe:b3:12:e9:32:10,3758,75.217603,CH,"$82,282.94",Romanshorn,2017-01-14T19:54:34,-43.8830325
+41(0)764482795,René Knecht,"Gigerstrasse 1
1481 Thônex",1992-01-24,Pacific/Enderbury,24:7b:9e:8b:27:57,17,-6.068492,CH,"$9,531.12",Prilly,1998-06-23T02:16:56,-49.967865
+410763040297,Marinette Mäder,"Kochstrasse 79
3102 Schaffhausen",1980-12-04,Asia/Baghdad,ea:31:6f:8c:f9:bd,4,43.573038,CH,$861.82,Uster,2022-11-11T16:05:42,35.322848
0785965778,Romeo Gut,"Lüscherstrasse 61
3084 Luzern",1992-09-18,Africa/Douala,d8:f7:1f:12:5d:a2,8988,-178.049556,CH,$5.58,Plan-les-Ouates,2016-06-19T11:01:27,-12.097003
+41 760805655,Greta Blaser,"Stöcklistrasse 91
9676 Affoltern",1987-04-14,America/Argentina/Jujuy,dc:28:54:7f:0c:80,6596732,-29.280846,CH,$640.37,Vevey,2003-11-09T12:03:53,25.8411505
+41 783122964,Lionel Ziegler,"Steinerstrasse 23
1020 Herisau",1975-08-17,Asia/Bangkok,0a:7c:56:dd:a4:76,7,149.921561,CH,$242.00,Kreuzlingen,1990-12-30T18:10:56,-23.523096
+41(0)790153024,Enis Marti,"Wolfstrasse 29
9756 Schwyz",1988-03-02,America/Managua,1e:10:71:42:df:6b,7325916,-41.087204,CH,$924.69,Le Grand-Saconnex,1998-07-16T02:59:59,73.0058255
+410783704778,Dragan Felber,"Fehrstrasse 37
5467 Steffisburg",1996-06-26,America/Barbados,1e:d4:45:e9:32:80,552189105,127.918191,CH,$74.17,Münsingen,1970-07-12T02:17:54,-26.1971195
+41(0)782264077,Maria Jost,"Weibelstrasse 6
8464 Emmen",2011-12-11,America/Iqaluit,cb:1b:1b:99:23:22,702553,144.211673,CH,$54.23,Zürich,1972-05-28T15:13:30,-63.3340335
+41774770429,Marinette Felder,"Zimmermannstrasse 6
9415 Muttenz",2012-04-09,America/Caracas,72:b8:a1:fc:4c:46,58303,61.414147,CH,$664.37,Belp,2007-09-24T14:55:11,-54.2486925
+41 0767437321,Gertrude Wolf,"Gloorstrasse 19
6803 Buchs",2006-12-26,America/St_Lucia,00:c3:52:35:79:32,22197,56.150687,CH,$6.45,Buchs,2009-05-31T10:27:06,82.6165355
0784444795,Tara Huber,"Steinmannstrasse 585
1319 Brig-Glis",1989-09-15,America/Caracas,e3:ac:85:8a:1c:54,65,34.936071,CH,$94.13,Münsingen,1989-12-19T08:16:17,-77.5952445
+410777597245,Diogo Maurer,"Sigriststrasse 77
7037 Cham",1974-07-02,Atlantic/Azores,e6:5a:cc:eb:4d:b1,6827,-107.234912,CH,$0.03,Olten,1970-10-09T23:35:29,65.489974
+41762965988,Csaba Bieri,"Peterstrasse 7
5054 Weinfelden",2014-08-18,Africa/Lome,cb:8a:80:8e:81:e4,637979928,-44.971133,CH,"$17,487.34",Bulle,2002-09-26T22:23:08,-31.120844
+41 787633941,Josiane Ritter,"Kaufmannstrasse 89
2556 Montreux",1991-07-12,Asia/Bishkek,95:f3:f7:7a:af:3f,464994,110.399677,CH,$0.22,Zollikon,1972-12-20T08:15:52,28.3695255
+41776162610,Friedrich Wegmann,"Grafstrasse 16
3236 Crans-Montana",2021-02-02,Europe/Athens,2b:ee:81:6b:a1:42,306451649,-93.342880,CH,"$6,946.44",Aesch,2000-08-25T15:21:23,56.775038
+41 0792297391,Margaret Sidler,"Christenstrasse 81
9533 Basel",1979-05-12,Asia/Kashgar,ba:bc:82:71:f5:ba,980,-13.813462,CH,$64.23,Belp,1988-09-21T04:35:41,85.462341
+410777716533,Max Schnyder,"Meyerstrasse 8
8716 Morges",1990-07-06,Asia/Bishkek,db:48:dd:63:8a:ae,119000,-50.105266,CH,$80.90,Romanshorn,2004-06-02T15:00:51,-27.548262
+41 0771390125,Albrecht Vogt,"Scherrerstrasse 8
2556 Herisau",1989-05-31,Europe/Zagreb,d1:09:12:d4:65:b8,599193397,32.747603,CH,"$72,443.84",Kloten,1979-07-24T07:24:32,49.034024
+41(0)785562638,Mile Meyer,"Sidlerstrasse 45
9020 Männedorf",1998-11-28,Pacific/Apia,2e:56:9a:ac:d5:c9,371116385,160.796995,CH,$13.25,Münsingen,2011-09-05T11:33:20,85.996380
+41 775294715,Henrik Blaser,"Hugstrasse 230
4882 Naters",2006-03-21,America/Guatemala,3d:ef:a9:54:5a:72,893588,130.716113,CH,$57.37,Affoltern,2004-09-11T21:58:43,-34.1060965
+41787067693,Aaron Hartmann,"Wehrlistrasse 64
2981 Uster",1971-03-07,America/Belize,e0:a0:2e:0a:04:76,719,122.351904,CH,$390.94,Opfikon,2014-10-13T03:21:45,67.500048
+41767485217,Flavio Vogel,"Freystrasse 963
2279 Vernier",2018-11-03,Asia/Hebron,31:c4:63:75:82:44,529,-33.178621,CH,"$6,657.78",Ebikon,2023-02-02T19:21:01,-39.7535025
+41 783267021,Ralph Zbinden,"Gloorstrasse 809
3522 Bellinzona",2015-04-24,Africa/Bissau,e9:ce:c6:05:09:0b,7543,143.307160,CH,"$1,425.78",Schlieren,1983-02-15T19:58:18,-83.428708
+41(0)771742482,Ophélie Blum,"Kaufmannstrasse 18
4792 Romanshorn",1971-12-16,Asia/Rangoon,35:ba:cc:ae:5a:5f,423197,-83.127017,CH,$5.45,Chur,1988-06-29T13:25:21,30.202665
+41(0)765053701,Heidy Stöckli,"Zbindenstrasse 95
5505 Dübendorf",1980-12-28,Australia/Currie,cc:ea:14:03:6d:dc,253786,-77.846933,CH,"$33,211.40",Bülach,2022-08-12T03:52:28,59.1394175
0781751251,Gabor Zollinger,"Fuchsstrasse 8
6759 Münchenbuchsee",2022-07-07,America/Pangnirtung,b7:e6:3f:ce:4c:2c,6304,-72.724979,CH,$860.92,Veyrier,1970-08-23T08:44:52,51.484521
+41 0772665165,Caspar Berger,"Knechtstrasse 90
8785 Gossau",1987-03-23,Asia/Jerusalem,46:dd:42:19:cf:80,18,-157.728257,CH,$775.67,Lugano,1982-02-21T21:53:52,55.5286425
+41(0)775832401,Corine Bader,"Kaiserstrasse 1
4722 Payerne",1982-01-13,Africa/Tripoli,30:1c:56:cc:9e:0a,45776771,-27.090096,CH,$6.44,Adliswil,1987-12-21T08:52:15,8.293583
+41 764953548,Jaime Bader,"Wirthstrasse 53
4972 Richterswil",1985-05-21,Africa/Tripoli,c6:90:75:9b:d2:41,796583,124.174984,CH,$3.48,Kloten,1991-05-25T19:37:39,-7.7859715
0796247137,Lucio Schoch,"Grafstrasse 787
3003 Pully",2021-08-29,Europe/Warsaw,fb:a9:bf:8f:ac:93,105,-128.884196,CH,"$1,320.96",Stäfa,1983-11-14T04:03:18,-66.6153395
+41(0)774413093,Zeljko Bernasconi,"Hodelstrasse 75
2483 Zürich",2011-07-04,Africa/Lubumbashi,48:25:d0:d7:da:73,9553,-86.236002,CH,"$96,954.83",Vernier,1998-05-06T07:18:02,-47.374839
0774230083,Rosaria Moser,"Roosstrasse 616
1418 Prilly",1987-04-06,Europe/Chisinau,01:d6:1b:6f:91:2c,767218,-143.242238,CH,$340.41,Martigny,1971-02-02T17:37:47,44.0091465
+41786670691,Piotr Zingg,"Ernststrasse 78
8239 Adliswil",2020-09-17,Pacific/Easter,b4:a1:5b:8c:4d:00,7612,-141.419874,CH,$2.41,Bassersdorf,2022-12-13T20:31:59,-77.406287
+41 771242465,Marcia Jäggi,"Lustenbergerstrasse 2
9067 Chêne-Bougeries",1996-05-08,America/Costa_Rica,93:cc:80:ec:da:7c,569,-71.839334,CH,$11.58,Wallisellen,2001-10-03T23:53:59,6.2828085
+41(0)791845162,Nevin Bär,"Grossstrasse 44
1277 Monthey",1971-04-06,Africa/Accra,4b:33:80:60:4e:15,6163,136.816860,CH,$56.91,Davos,2010-02-15T18:00:39,-81.5460705
+41772034173,Ronny Huber,"Mayerstrasse 3
1371 Spiez",1977-08-25,America/Panama,b2:ec:f6:2e:12:d8,2325666,107.938663,CH,"$31,458.47",Wetzikon,1998-05-27T20:41:01,-72.1529695
+41 0767082515,Carlo Berger,"Brunnerstrasse 3
3565 Rheinfelden",2006-07-31,Africa/Cairo,9e:33:88:0b:78:96,0,-122.784560,CH,"$81,120.01",Solothurn,1995-09-06T02:04:04,3.148080
+41 763267868,Sanja Iten,"Jennistrasse 61
4128 Köniz",1970-05-15,America/St_Vincent,93:73:e6:92:26:ca,4424,96.725344,CH,$61.51,Maur,1982-02-05T06:28:01,66.759593
0784887267,Michèle Spörri,"Studerstrasse 77
4240 Wohlen",1975-01-19,America/Montevideo,92:22:05:9b:5f:b2,21,-80.778506,CH,"$5,568.78",Montreux,1973-01-31T02:04:15,-29.823652
0782190937,Sandy Stalder,"Kesslerstrasse 1
4839 Bern",2001-12-28,America/Belize,4c:36:26:fa:7a:6a,3834,51.020728,CH,$30.58,Opfikon,2018-10-12T21:48:50,0.0270575
0777333352,Thierry Stadelmann,"Vogelstrasse 80
3184 Le Grand-Saconnex",1976-10-20,Europe/Chisinau,9c:d0:ea:9b:32:9b,511007238,154.050125,CH,"$2,188.85",Pratteln,2015-01-22T00:55:50,-10.288115
+41792292413,Gökhan Schmidt,"Baumannstrasse 53
5565 Dübendorf",1989-06-08,Africa/Porto-Novo,24:5a:ac:23:98:84,118989959,107.853951,CH,"$7,676.05",Freiburg,2015-01-18T23:34:06,42.265225
+41(0)767032136,Lenny Ackermann,"Scheideggerstrasse 8
2657 Bassersdorf",1988-12-24,Asia/Rangoon,48:ca:ca:38:5d:24,95,-60.848167,CH,"$2,379.66",Lancy,1983-07-29T11:26:02,47.6971065
+41(0)776775174,Manuel Tanner,"Schlatterstrasse 61
1521 Mendrisio",1989-09-20,Europe/Dublin,f3:2d:67:81:52:bc,228081,52.294673,CH,$89.32,Pfäffikon,2006-06-30T12:24:36,76.404844
+41(0)775583131,Danièle Ott,"Kellerstrasse 19
2863 Schlieren",2005-09-01,Asia/Nicosia,35:fe:e9:11:05:b0,498880529,-102.276214,CH,$351.10,Belp,1990-01-01T20:33:32,12.1969825
+41771210167,Marthe Albrecht,"Zollingerstrasse 586
2214 Rüti",1990-09-22,Europe/Vatican,05:ca:bf:74:61:73,63,20.238016,CH,$722.69,La Tour-de-Peilz,2015-11-18T11:20:41,72.2361985
+410794167008,Paul Marti,"Weberstrasse 8
2407 Pratteln",2004-09-23,Asia/Brunei,f9:94:0f:ad:22:55,1,19.273260,CH,"$8,527.83",Davos,1999-06-14T16:10:11,-2.795655
0796871318,Layla Isler,"Scheideggerstrasse 70
9117 Amriswil",2012-02-19,Pacific/Ponape,89:94:8b:60:61:e8,388282,104.665972,CH,"$4,619.86",Carouge,2012-04-09T09:47:38,80.7616035
+410780672841,Ludwig Wenger,"Schärerstrasse 96
9202 Carouge",2013-11-26,Pacific/Auckland,10:48:21:b6:65:d9,23,164.915894,CH,"$81,420.11",Muttenz,1986-11-12T09:40:57,-78.515668
+41 0781417108,Chloé Arnold,"Ernststrasse 23
9781 Risch",2003-02-25,America/St_Kitts,5a:3e:1e:09:7a:47,9948756,101.719074,CH,$63.11,Neuhausen,1984-02-23T19:06:47,78.633707
+41791315429,Heinrich Wettstein,"Ferraristrasse 612
2122 Muri",2003-03-03,Asia/Tehran,24:5a:a5:b4:20:f7,908497,-157.341636,CH,$6.95,Gland,1974-04-07T12:06:23,-40.2601215
+410761186424,Ewald Schmidt,"Rüeggstrasse 9
7311 Ostermundigen",2009-02-06,Africa/Djibouti,61:69:b8:5a:c3:7d,15676,99.816803,CH,$15.50,Montreux,2002-01-06T20:51:16,0.5812855
+410780714467,Salih Mäder,"Steinerstrasse 95
4258 Dietikon",2006-12-04,Europe/Prague,7c:49:2b:25:ff:7b,1595,69.935258,CH,$86.75,Rapperswil-Jona,2005-03-24T12:28:28,-56.0380075
+41784452919,Nicolai Gfeller,"Brunnerstrasse 90
9927 Mendrisio",1983-04-22,Africa/Nairobi,10:f9:36:c3:fc:8e,5097620,-96.378915,CH,"$79,396.80",Zürich,1987-05-09T13:19:59,-15.7775625
0792261574,Hans-Peter Moser,"Bieristrasse 3
5956 Arth",1991-05-23,Africa/Monrovia,cf:aa:75:37:cb:2a,370,-142.650356,CH,$688.52,Steffisburg,2020-02-24T00:34:38,15.408121
+41 792101421,Jakub Schaller,"Schürchstrasse 9
4762 Le Grand-Saconnex",1996-10-07,Asia/Riyadh,78:7d:93:7e:0c:af,7,153.628870,CH,$65.63,Rapperswil-Jona,2021-06-02T21:30:39,44.8775155
+41 0764201998,Vito Lang,"Schmidstrasse 20
1330 Wettingen",2022-02-05,America/Montevideo,31:77:70:25:f6:7a,779,173.694889,CH,$0.39,Wallisellen,1997-10-22T12:42:33,-48.531591
+410797931862,Joshua Thommen,"Huberstrasse 879
1624 Lyss",1973-09-15,Africa/Brazzaville,00:6d:78:12:f4:39,35,5.882306,CH,"$27,078.18",Worb,2010-06-08T16:39:29,39.4130265
+41(0)771922601,Vilma Lustenberger,"Joststrasse 9
3860 Ittigen",1985-09-12,Africa/Mbabane,86:f3:a9:18:dd:14,6739967,110.363537,CH,"$12,453.24",Steinhausen,1988-10-05T21:17:15,-37.036369
+41 0764104758,Paula Christen,"Bühlerstrasse 4
2033 Bülach",2008-09-03,America/Dominica,25:8b:ec:35:d1:7d,24396,179.317978,CH,$96.68,Aarau,2016-01-27T10:23:53,-60.6457855
+41776222929,Leopold Wüthrich,"Schmidstrasse 934
7317 Amriswil",2020-07-25,Asia/Saigon,54:ac:80:f7:74:f0,1175792,28.071458,CH,$550.42,Thônex,1979-12-19T19:54:08,42.638226
0787716469,Juan Frick,"Walterstrasse 94
7910 Stäfa",2018-07-14,America/Barbados,ba:42:d4:3c:8f:7a,437963,62.707726,CH,"$54,242.71",Risch,2020-12-06T06:42:50,68.098380
+41794760856,Timea Sigrist,"Mayerstrasse 72
9819 Gland",1995-06-11,Europe/Sarajevo,34:f2:39:18:4d:4b,7,157.094433,CH,$88.52,Spiez,1988-08-22T07:53:45,-82.167766
+41(0)763295286,Grzegorz Stocker,"Ferraristrasse 74
4396 Köniz",1976-12-31,Africa/Blantyre,72:2b:0c:b2:2f:f1,4285,-86.292961,CH,$48.98,Stäfa,1974-09-01T20:52:45,-64.218731
+41(0)777493856,Marie-José Vogel,"Herzogstrasse 21
8359 Wädenswil",1983-06-15,Indian/Mahe,a2:09:70:c7:a6:b7,7,31.462935,CH,"$9,590.20",Wetzikon,1991-11-05T09:22:17,-58.365088
+41 793127849,Aisha Schuler,"Kernstrasse 35
2704 Wettingen",1984-11-18,Africa/Djibouti,ae:e6:9d:18:45:6c,579795,-141.338335,CH,$0.41,Grenchen,1977-03-19T15:15:05,11.9972625
+410797687298,André Kohler,"Weibelstrasse 28
5709 Veyrier",1993-07-26,Africa/Freetown,b7:fb:39:89:44:e9,73,21.229657,CH,$87.94,Maur,1980-08-14T20:28:05,45.988530
+410761476102,Basil Rüegg,"Bärstrasse 8
8047 Belp",2006-12-10,Asia/Damascus,c7:90:80:e3:0f:5e,6,135.695738,CH,$0.10,Winterthur,1974-09-19T03:50:35,-1.8652425
0767354134,Ladina Wyss,"Huberstrasse 71
4340 Rüti",1972-09-05,Asia/Bishkek,bc:e0:5a:1d:ec:ee,54039,26.290082,CH,"$62,514.65",Davos,1980-10-22T08:22:25,-26.554043
+41(0)782417892,Lejla Pfister,"Winklerstrasse 1
9746 Wädenswil",1982-08-15,Europe/Oslo,84:db:74:e5:3c:21,2,96.351848,CH,$6.87,Yverdon-les-Bains,1980-09-27T05:45:33,-54.810504
+410776234540,Esra Roth,"Kellerstrasse 83
6589 Steffisburg",1986-06-13,Europe/Oslo,12:e9:dc:99:be:df,3,-4.603680,CH,$1.30,Adliswil,2021-10-08T02:16:34,-51.3421975
+41 0773503160,Gioia Leunberger,"Walterstrasse 298
8396 Biel/Bienne",1970-05-26,Africa/Lusaka,f5:82:d9:77:bc:3f,49239722,167.804491,CH,$174.27,Kloten,2018-04-23T12:20:13,-22.392900
+41(0)776636439,Rosaria Meier,"Steigerstrasse 214
4182 Monthey",1992-10-08,Asia/Phnom_Penh,6d:b3:29:aa:29:93,93429851,145.022346,CH,"$2,949.17",Chêne-Bougeries,2000-03-04T06:08:57,-33.3830855
+410791431782,Julie Gerber,"Mettlerstrasse 65
2159 Glarus",1991-09-04,Africa/Mogadishu,b0:7d:15:5f:3c:0b,764107,110.653174,CH,"$4,391.06",Payerne,2018-03-07T19:25:03,82.6513655
0793007216,Astrit Hug,"Wirthstrasse 1
2935 Wil",2000-09-14,America/St_Lucia,f8:52:e2:9f:f7:47,2368,-41.767551,CH,"$25,142.06",Küsnacht,1994-08-07T15:46:08,70.964348
+41777216062,Manon Lustenberger,"Näfstrasse 830
1226 Lugano",1971-02-11,Africa/Casablanca,dd:e8:0a:3d:54:16,9,100.264876,CH,$564.36,Morges,1997-03-29T12:37:42,55.3390625
+41(0)792053644,Marie Ziegler,"Seilerstrasse 229
6651 Lugano",1992-12-23,Africa/Khartoum,33:96:8d:72:36:cb,66747209,-33.869371,CH,$781.09,Belp,2005-06-23T19:50:00,-83.6365865
0772903692,Kujtim Steinmann,"Häfligerstrasse 78
9245 Vevey",2011-06-13,Asia/Tbilisi,8d:5f:32:f9:26:b0,5447334,176.305890,CH,$55.67,Aigle,1992-07-02T12:14:53,65.2634855
0771943344,Alfredo Lutz,"Portmannstrasse 56
9056 Bassersdorf",2011-09-20,Africa/Mbabane,6e:98:86:a8:5c:d1,5,160.009603,CH,$626.17,La Tour-de-Peilz,2015-08-08T13:08:27,-79.5763855
+41(0)795763076,Beatrix Probst,"Vogtstrasse 41
9457 Sursee",2010-05-26,Africa/Monrovia,f1:75:e2:cf:f7:17,487,46.917749,CH,$2.87,Münchenstein,1993-08-24T13:49:29,-23.9706985
